# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_param2 v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
49000000 0.65 0.01 0 293.98 328.965 16830.7 -6168.61 0.105332 -0.109815
49001000 0.65 0.01 0 296.106 174.137 16807.9 -6061.29 -0.292826 0.323402
49002000 0.65 0.01 0 299.505 878.279 16727.3 -6069.34 0.00817845 -0.00585049
49003000 0.65 0.01 0 288.075 -42.1816 16930.2 -6005.36 -0.00436357 0.0075163
49004000 0.65 0.01 0 292.293 406.152 16576.7 -6107.83 -0.0227411 0.0266438
49005000 0.65 0.01 0 309.815 90.6674 16797.1 -6091.23 0.0740048 -0.0766923
49006000 0.65 0.01 0 311.678 -308.793 16816.1 -6093.75 0.0772221 -0.079951
49007000 0.65 0.01 0 297.29 -1180.18 16815.3 -6103.26 0.00597313 -0.00329676
49008000 0.65 0.01 0 302.804 -1299.07 16879.9 -6081.8 0.0523973 -0.0535469
49009000 0.65 0.01 0 306.659 -53.9409 16479.2 -6058.04 0.0865854 -0.0899318
49010000 0.65 0.01 0 285.656 -191.804 16541.5 -6115.74 0.0530628 -0.053627
49011000 0.65 0.01 0 293.384 -428.269 16669.6 -6027.47 -0.133061 0.150815
49012000 0.65 0.01 0 307.737 810.674 16437.9 -6120.05 -0.119728 0.131328
49013000 0.65 0.01 0 299.661 945.017 16584.1 -6122.85 -0.0372218 0.0452279
49014000 0.65 0.01 0 290.791 665.445 16740.3 -6090.92 -0.0670314 0.075155
49015000 0.65 0.01 0 305.872 248.921 16720.5 -6106.17 -0.0684563 0.0763267
49016000 0.65 0.01 0 298.192 -716.676 16843.3 -6090.62 -0.0544159 0.0627007
49017000 0.65 0.01 0 290.524 -1090.88 16903.7 -6032.12 -0.0948373 0.105977
49018000 0.65 0.01 0 305.196 -757.272 16709.9 -6072.99 0.0137853 -0.0120719
49019000 0.65 0.01 0 307.829 81.1148 16863.3 -6053.07 -0.0183504 0.0229279
49020000 0.65 0.01 0 306.152 -596.872 16629.2 -6113.51 -0.0333774 0.0389967
49021000 0.65 0.01 0 294.025 55.1693 16620.7 -6118.51 0.0841291 -0.0873096
